,Tweet Date,text,Twitter Handle
1658,"9,30,2021 17:55","Sex education season 3 ini beneran bagussssssss bgt, gue nangis parah se gila itu, I learned a lot of things dari series ini, so if you have more time please check it, i'm highly recommend you to watch!!!!!!",pejuangpahala
1659,"9,30,2021 17:30",Who wrote the cat death into season 3 of Sex Education?? I just wanna talk 😤,greenbergers_
1660,"9,30,2021 17:21",I know iam late but season 3 pf sex education  is a bomb. There better be a season 4,christianmuhaya
1661,"9,30,2021 17:16","Only thing I didn't like in sex education was by season 3 the actors barely looked like teens they had to constantly remind us with multiple ""I'm 17!"" Lines.",ghostAWW
1662,"9,30,2021 17:08",I have so many feelings from Sex Education Season 3. They're all mixed up in a bunch of bleh,lesmigserables
1663,"9,30,2021 17:06","Season 3 EPISODE 3 Of Sex Education is amazing. Writing, shooting and all the effects. I’m astonished",waaayve_daddy
1664,"9,30,2021 17:04",Finally done with Season 3 of Sex Education and I thought it’s gonna be fun but here I am crying 🙃,NikkilovesOT7
1665,"9,30,2021 16:48",I think I'm gonna understand the whole plot of Sex Education Season 3 via memes. 🤡,shalakulkarni
1666,"9,30,2021 16:45",EXCL: #SexEducation sex expert @AlixFox reveals lines that didn't make the cut in Anwar's pivotal HIV advice scene in season 3 https://t.co/OcMOgmSlAm,Metro_Ents
1667,"9,30,2021 16:30",adam is 100% the main character of season 3 of sex education,deadlycorpse
1668,"9,30,2021 15:51",Will Adam Groff ever find happiness? https://t.co/7HDYsRehVq #SexEducation https://t.co/Q3KaNDcLHu,decider
1669,"9,30,2021 15:47","Finally binged watched season 3 of Sex Education. It can't get better than this, no? Educational, raw, and honest.",ChandranAakash
1670,"9,30,2021 15:34","ª

Sex Education | Behind-The-Scenes Season 3 Set Tour With The Cast! https://t.co/NYaBa1oKUb",itsalittlerobin
1671,"9,30,2021 15:30","Ok I've finished my Sex Education binge

Season 2 &gt; 1 &gt; 3.

Massive quality drop in terms of characters, saved entirely by Adam Groff existing. Felt like the characters were Flanderised to an extreme degree and the newer characters added had zero depth + just there for dynamic.",killtheben
1672,"9,30,2021 15:12",Sex Education Season 3 has me pure sobbing over Mr Groff😭😭,emilheskiii
1673,"9,30,2021 15:11",Jason Isaacs appearing in season 3 of Sex education is the best thing that ever happened to me,georgia_rk
1674,"9,30,2021 15:11",Sex Education season 3 😭. That’s all,emphenz
1675,"9,30,2021 15:07",It is now 11 days since I watched Sex Education season 3 and I still have Pump Up the Jam in my head.,anneliethatsme
1676,"9,30,2021 14:59","Welp, I finished Sex Education season 3... when’s season 4 coming out?! 😂",alemiredesigns
1677,"9,30,2021 14:50",We spoke to @sexeducation's Aimee Lou Wood about her character's emotional storyline in the new season: https://t.co/apFwkc0Bz1 https://t.co/PzUKybjtix,POPSUGARUK
1678,"9,30,2021 14:48",Mr Groff’s Actual Sons Are In ‘Sex Education’ Season 3 https://t.co/iWamlViALw,adabagcompany
1679,"9,30,2021 14:30",Season 3 of sex education was shit https://t.co/AR6eLKeVBN,hj6789998212
1680,"9,30,2021 14:28",just finished season 3 of Sex Education and Squid Game back to back and let me tell you the emotional whiplash is gnarly,kei_bae
1681,"9,30,2021 14:22","Finished watching season 3 of Sex Education and man this show was so fucking good, im now desperate for a season 4 lol. https://t.co/6s3XqkAgdq",ChronoGam3r
1682,"9,30,2021 14:22","Spoiler-free thread on @netflix Sex Education. Halfway through season 3, this show is amazing. They cover and portray really poignant issues with such sensitivity and reverence in a way that always feels authentic and true to the characters. #SexEducation",MattJ88
1683,"9,30,2021 14:03","Did the cards, placed an order on some stock, starting season 3 of Sex Education. It’s going to be a great day.",freecupcake
1684,"9,30,2021 13:54","i cried so much finishing season 3 of sex education last night, no Im not okay",emov3gan
1685,"9,30,2021 13:48",Growth is a group project: Thoughts on Sex Education (season 3) https://t.co/NJNApsZTUr via @aussiemoose https://t.co/JvqRTAkM0I,PLParker
1686,"9,30,2021 13:42","27) Sex Education Season 3 (2021) ⭐️ : 4.5/5
28) I Am Not Okay with This (2020) ⭐️ : 4/5
Date : September 30, 2021 https://t.co/dB4d0Iyvm1",donedudat
1687,"9,30,2021 13:03",I'm watching sex education season 3 and in season 2 I hated Isaacs guts but in season 3 he's so adorable,Dmitrithesun
1688,"9,30,2021 13:01","Is It Possible To Watch &amp;#8220;Sex Education&amp;#8221; Season 3 For Free On Netflix?
https://t.co/2eukPlmeun",nerdlify
1689,"9,30,2021 12:47",Go WHATCH Sex EDUCATION Season 3 right NOW!!!❤️❤️,krisztian_sabau
1690,"9,30,2021 12:41",@RadioElshinta Nonton sex education season 3,febjoki
1691,"9,30,2021 12:40",i’m already on season 3 of sex education but omgggg they literally choose the most random and boring characters to make couples with 🤢,ayeonsbff
1692,"9,30,2021 12:39",@4lyssa_A he joined the cast of sex education season 3,00kemi
1693,"9,30,2021 12:00","#MimiKeene opens up about her character Ruby Matthews' Deeper character arc in season 3 of Sex Education

#RubyMatthews #SexEducation #Netflix #people #celebrity https://t.co/5JD9NEKnaR",GraziaIndia
1694,"9,30,2021 11:40",last episode of sex education season 3 lessgooo,ayseImisbah
1695,"9,30,2021 11:40","Really want to start watching squid game but I haven’t even started season 3 of Sex Education yet, a girl just ain’t got time",nutterhtowse
1696,"9,30,2021 11:28",finally watching sex education season 3. I LOVE THIS SHOW SO MUCH,bellefrenchaf
1697,"9,30,2021 11:02","Sex Education fans realise Alistair Petrie's real-life sons feature in season 3:

https://t.co/L7iBlMnORN

#SexEducation https://t.co/ItjUz8jBAi",digitalspy
1698,"9,30,2021 10:04",Sex Education Season 3: Order of the Phoenix ???,ThirdyMontero
1699,"9,30,2021 9:40","@Larkistin89 They are awesome still.

I saw him in season 3 of sex education last night. Didn't realise he had been cast in it.",mattbob84
1700,"9,30,2021 9:40",Did you spot Mr Groff's real-life children in Sex Education season 3? https://t.co/cXAuXQMVfN,Daily_Express
1701,"9,30,2021 9:36",Sex Education fans realise Mr Groff's real-life sons feature in season 3 https://t.co/U6QYGHIhbj,digitalspybrk
1702,"9,30,2021 9:25","Trivia: Malaysian influencer Zoey Phoon plays an extra in Season 3

#netflix #sexeducation https://t.co/Hod1oihVMb",therakyatpost
1703,"9,30,2021 9:24",everytime i watch sex education i think about that plotline in season 3 of oitnb where suzanne writes alien porn for everyone,jetskiijet
1704,"9,30,2021 9:20","I'm not enjoying Season 3 of Sex Education as much as I enjoyed the last 2.
I think it's just frustrating to see characters you enjoy making bad decisions but the weakest points by far are Maeve and Wheelchair man, and the character assassination of Jacob.",killtheben
1705,"9,30,2021 9:12","83. Sex Education, season 3 https://t.co/wFPopWU8X1",tomxmoon
1706,"9,30,2021 8:58",The always brilliant @TheLadyNess talking about @netflix's Sex Education Series 3 in Marie Claire. ♥️https://t.co/9sgI2j0Twx,mattsibleycopy
1707,"9,30,2021 8:57","#nw Sex Education Season 3

9 minutes in and I WILL NOT let them trick me into liking Adam😭😭😭😭 https://t.co/Dsc9BsmV0v",DaMotherFari
1708,"9,30,2021 8:54","TV Seasons Finished in October 2021:

Godfather of Harlem Season 1
Money Heist Part 4 &amp; 5
Vigil 
Sex Education Seasons 2 &amp; 3 
Mayans MC Season 1
Outer Banks Season 2 https://t.co/AE4wjHs6oG",Milo_AFC
1709,"9,30,2021 8:40",Did you spot Mr Groff's real-life children in Sex Education season 3? https://t.co/cXAuXQvkof,Daily_Express
1710,"9,30,2021 8:35",watching sex education bcuz everyone is talking about it rn and why are the first 3 minutes of season 2 so gross,Chai_mountain
1711,"9,30,2021 8:12",the writing in Sex Education season 3 was absolutely phenomenal,a_dash_g
1712,"9,30,2021 8:11",Growth is a group project: Thoughts on Sex Education (season 3) https://t.co/ujUctROdoc via @aussiemoose https://t.co/Kcjvoneh0e,AniccaIn
1713,"9,30,2021 8:01","#Netflix’s hit #comedy #SexEducation is back with a thoroughly entertaining third season

#review #series #seasonthree #netflixseries https://t.co/J3zxNEuDNL",GraziaIndia
1714,"9,30,2021 7:59","I'm watching Sex Education season 3

Whoever wrote this show is definitely into both shit and farts wtf am I watching",CanIBeThePrince
1715,"9,30,2021 7:58","@fesshole Watch Sex Education with him on Netflix and see if that starts a conversation. The same situation comes up in season 3, culminating with ""You have 10 fingers and a tongue. Use them.""

You can probably phrase it better! But still, have a chat. Can't hurt.",dangerworm
1716,"9,30,2021 7:54",@onlybhankas The headmistress from Sex Education season 3,purveois
1717,"9,30,2021 7:50",Sex Education Season 3 is unnecessary.,BangOdhetz
1718,"9,30,2021 7:42","i just finished watching sex education, but this season 3 proved a lot that maeve and otis’ chemistry which was strong in previous seasons were missing this time &amp; there’s no point of getting them back together when there’s always problems and conflicts along the way",warpedheartz
1719,"9,30,2021 7:36",Still on my rewatch of sex education before I get into season 3. I don’t get why everyone thinks Eric should’ve been interested in Rahim. They really didn’t have anything in common. This does not mean that I think he should be with Adam,vivhendy
1720,"9,30,2021 7:27","That opening to Sex Education, season 3… holy shit. Then segueing into Sister Rosetta Tharpe’s Hound Dog… I appreciate that. 🤣",HistoryNerdNZ
1721,"9,30,2021 7:02",sex education shoved all of the character development into season 3,mmmmmbread
1722,"9,30,2021 7:01","Finally finished Sex Education season 3, One of the best show on Netflix, it's somehow both light, funny and heartfelt but also very responsible, mature and genuine. Totally loved it ♥️🍿

Next is Squid Game...😉 https://t.co/l9BKzBQ2zh",FplJohnWick
1723,"9,30,2021 6:53",Season 3 EP4 of Sex Education had me wheeping. Adam’s character development is just 🥺😩😭,nyaworld_
1724,"9,30,2021 6:51","Belum sempat nonton serial:
• The Squid Game
• Midnight Mass
• Sex Education season 4
• Pose season 3
• Ted Lasso season 2
• Only Murders in the Building

Belum sempat nonton di bioskop:
• Shang-Chi
• Black Widow
• The Suicide Squad

Alright, where to start?",carnauval
1725,"9,30,2021 6:37","can’t believe people are out here calling nonbinary characters girls, when it literally is part of their dialogue on the show that they aren’t that

if you watch sex education season 3, please don’t do that. please respect the character &amp; respect the actor (who’s also nonbinary)",evanxbrie
1726,"9,30,2021 6:17",Watched the first few minutes of the first episode of season 3 of sex education and turned it offffff,anita_yann
1727,"9,30,2021 6:11","It is past 1 AM, but I have finally finished season 3 of Sex Education. 

I didn't know it was already renewed for a fourth season, so the finale episode didn't tie things together AT ALL, much to my surprise.",PleaseRitaBook
1728,"9,30,2021 5:51",@westcoasthomo_ Joanne. Hit’s me in a very personal spot (I’m also drunk and thoroughly enjoying season 3 of Sex Education!),amongthegay
1729,"9,30,2021 5:50",Season 3 of sex education 10/10,_RuthlesslyTndr
1730,"9,30,2021 5:44","TONIGHT!!!

TIGAS TITO Reviews:
Sex Education Season 3
Hosted by @jomlabayen 
With moi as ispeysyal guest!!!

Happening this TIGAS THURSDAY at Tigas 10pm at @kumuPH  (@tigas_tito)!!!

Download the Kumu app now!! https://t.co/gBKxvZeegX",fabgelous
1731,"9,30,2021 5:30",starting season 3 of sex education lets goooo,Iuvitachi
1732,"9,30,2021 5:28",Season 3 of sex education did perfect keeping up with the characters story lines,that_darkgirl
1733,"9,30,2021 4:11",i just finished sex education season 3 and i’m crying at adam and eric i hate this,cherriesangeI
1734,"9,30,2021 3:59","Sex education 🥺🥺🥺 that scene, season 3, episode 5 I Loved It ♥️♥️♥️",karito_saenz26
1735,"9,30,2021 3:56",Season 3 of sex education was so good omg,iggy_bittypiggy
1736,"9,30,2021 3:55",Finally working through Season 3 of Sex Education. Every storyline is great.  Ruby has come so far. Jackson is the best character. Aimee is everyone’s fave.,RealLaneMyers
1737,"9,30,2021 3:53","I just finished the season 3 of Sex Education. Gusto ko lang sabihin na pasayahin nyo si Otis, he deserves Maeve cause he's so freaking inlove with her. Ruby deserves a man who will love her and has a ""sure"" feelings for her.",MissSwiftie013
1738,"9,30,2021 3:46",sex education season 3 👎🏾,timeofdaeee
1739,"9,30,2021 3:37",We’ll season 3 of Sex Education has left me a fucking mess. Cant wait to rewatch it 8 times…,syrup_boi29
1740,"9,30,2021 3:37",someone said August is season 3 of sex education Ruby’s pov and now I wanna cry,desigabs
1741,"9,30,2021 3:33",I spotted EXO in the last episode of season 3 of Sex Education https://t.co/N2uGfAuo3N,jinribum
1742,"9,30,2021 3:21",Why nobody warned me about the first 3 mins of the new Sex Education season,ApexLatrell
1743,"9,30,2021 3:12",omg sex education season 3 was so fuckign good THEY BETTER DO A SEASON 4,corruptication
1744,"9,30,2021 3:09",I started sex education like 3 days ago and Kyle walked in on like season 1 ep 2 and got sucked it. He's on season 3 already and left me in the dust bc I can't pay attention to save my life😭,aallisoooonnn
1745,"9,30,2021 3:08",watching season 3 of sex education reminds me so much of high school and it’s giving me actual anxiety LMAOOO,spuunkykatie
1746,"9,30,2021 3:06",Sex education season 3 is just. Like I just. The way hope take advantage of Viv’s need to please and then chastises her for it. Wow. My gosh. I love this show so much. It’s so good.,dramatic_emma
